ID,Nombre,Edad,Grado,Fecha de Ingreso,Calificación Matemáticas,Calificación Ciencias,Calificación Historia,Asistencia (%),Email
29,Christian Howell,11.0,8.0,2024-09-19,82.0,0.0,0.0,71.0,
30,Alexander George,11.0,8.0,2024-09-19,0.0,67.0,0.0,0.0,
31,Natalie Miller,11.0,5.0,2024-09-19,0.0,76.0,0.0,53.0,ygreen@yates-thomas.net
32,Mr. Brandon Johnson,12.0,8.0,1974-01-12,0.0,0.0,0.0,0.0,
33,Kristen Jackson,11.0,5.0,2024-09-19,0.0,0.0,84.0,76.0,ashleyruiz@young.com
34,Mr. Timothy Li,17.0,8.0,2024-09-19,0.0,0.0,96.0,0.0,usmith@yahoo.com
35,Richard Flores,11.0,5.0,2024-09-19,0.0,0.0,0.0,90.0,lnunez@lopez.com
36,Julie Rodriguez,11.0,0.0,2024-09-19,77.0,0.0,0.0,61.0,
37,Michael Zuniga,11.0,7.0,2024-09-19,92.0,61.0,50.0,0.0,
38,Randy Sullivan DDS,5.0,6.0,2024-09-19,0.0,0.0,0.0,0.0,
39,Carla Smith,11.0,8.0,2024-09-19,0.0,0.0,66.0,0.0,ffoster@gmail.com
40,Alexandria Robinson,11.0,6.0,2024-09-19,55.0,66.0,0.0,0.0,
41,Julie Johnson,11.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,clarkbilly@hotmail.com
42,Ms. Taylor Cooke,11.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,adamsderek@atkins.com
43,Juan Diaz,11.0,5.0,2011-01-04,0.0,92.0,0.0,0.0,
44,Miranda Cross DVM,11.0,5.0,2024-09-19,0.0,0.0,59.0,71.0,liloretta@hotmail.com
45,Maurice Jackson,16.0,5.0,2024-09-19,93.0,81.0,0.0,0.0,
46,Christina Cooper,7.0,6.0,2024-09-19,69.0,0.0,84.0,0.0,
47,Travis Stanton,11.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,nancy06@yahoo.com
48,Melissa Patterson,11.0,0.0,1980-02-01,0.0,0.0,0.0,62.0,
49,Julie Garcia,11.0,5.0,2024-09-19,0.0,0.0,69.0,0.0,
50,Courtney Mcgrath,15.0,0.0,2024-09-19,0.0,98.0,0.0,0.0,daniel70@gmail.com
51,Betty Lopez,11.0,7.0,1979-05-10,99.0,0.0,0.0,94.0,freemanjohn@shields.biz
52,Amy Reyes,11.0,5.0,2024-09-19,98.0,76.0,0.0,84.0,erichardson@brown.com
53,Jennifer Daniels,11.0,7.0,2024-09-19,0.0,94.0,0.0,0.0,mcgeematthew@yahoo.com
54,John Hall,11.0,6.0,2024-09-19,52.0,0.0,0.0,0.0,kimberlywilliams@williams-mays.com
55,Steven Herrera,11.0,6.0,2024-09-19,92.0,0.0,74.0,83.0,angela71@brown-diaz.com
56,Tanya Lyons,11.0,0.0,2024-09-19,85.0,0.0,56.0,0.0,olopez@hotmail.com
57,Robert Collins,11.0,8.0,2024-09-19,0.0,73.0,0.0,62.0,schroederandrew@baker.biz
58,Steven Gonzalez,11.0,5.0,2014-06-07,0.0,53.0,0.0,0.0,
59,Curtis Mann,11.0,0.0,2024-09-19,0.0,0.0,0.0,0.0,dbeck@hotmail.com
60,Donald Skinner,11.0,5.0,2024-09-19,0.0,0.0,0.0,0.0,gregory74@gmail.com
61,Jessica Hendrix,11.0,8.0,2024-09-19,0.0,0.0,0.0,55.0,
62,Nicolas Wilson,11.0,6.0,2024-09-19,88.0,0.0,0.0,0.0,mwatkins@yahoo.com
63,Robert Mckinney,10.0,0.0,2024-06-09,83.0,91.0,0.0,54.0,
64,Bradley Lloyd,11.0,6.0,2024-09-19,0.0,0.0,0.0,78.0,
65,Rita Carter,12.0,8.0,2024-09-19,75.0,0.0,0.0,0.0,valentinekim@hotmail.com
66,Karen Morgan,7.0,0.0,2024-09-19,88.0,0.0,0.0,85.0,jonesashley@graves.com
67,Samuel Avila,11.0,7.0,2024-09-19,90.0,0.0,93.0,0.0,
68,Rachel Shields,10.0,7.0,2024-09-19,0.0,0.0,69.0,0.0,gwolfe@gmail.com
69,Valerie Wood,11.0,8.0,2024-09-19,0.0,100.0,85.0,0.0,kellyallen@hotmail.com
70,Robert Collins,11.0,7.0,2024-09-19,96.0,0.0,62.0,0.0,jenniferstewart@lam-decker.org
71,Jason Smith,11.0,6.0,2024-09-19,69.0,0.0,55.0,0.0,
72,Lucas Chapman,9.0,7.0,1982-04-10,0.0,59.0,0.0,0.0,eric63@rios.biz
73,Donald Phillips,11.0,6.0,2024-09-19,56.0,57.0,61.0,0.0,
74,Jasmine Mccoy,11.0,5.0,2024-09-19,79.0,95.0,0.0,0.0,
75,Jessica Foster,5.0,6.0,2024-09-19,0.0,0.0,0.0,0.0,jeffrey84@gmail.com
76,Alexander Rodriguez,11.0,5.0,2024-09-19,0.0,0.0,0.0,57.0,
77,Christine Thompson,17.0,8.0,2024-09-19,53.0,66.0,0.0,57.0,
78,Kristy Ramirez,11.0,8.0,2024-09-19,0.0,0.0,0.0,93.0,gthompson@hotmail.com
79,Roy Martinez,11.0,8.0,2024-09-19,0.0,0.0,96.0,0.0,
80,Sean Rosales,18.0,0.0,2024-09-19,56.0,0.0,0.0,0.0,iblevins@harding.biz
81,Katherine Gonzalez,11.0,5.0,1992-01-05,0.0,0.0,0.0,0.0,
82,Jacob Medina,11.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,
83,Taylor Schaefer,11.0,8.0,2024-09-19,0.0,0.0,76.0,51.0,murphymelissa@sanchez-norton.net
84,Molly Peters,11.0,7.0,2024-09-19,55.0,0.0,0.0,0.0,kimberly87@brown.org
85,Amy Gallagher,11.0,6.0,2024-09-19,0.0,0.0,92.0,0.0,zellis@dean.net
86,Michael Weaver,11.0,7.0,2024-09-19,89.0,0.0,0.0,62.0,
87,Amber Walker,11.0,6.0,2024-09-19,0.0,0.0,97.0,59.0,joyreid@hill.com
88,Michelle Marsh,9.0,7.0,2024-09-19,0.0,76.0,56.0,98.0,
89,Todd Atkins,11.0,8.0,2024-09-19,0.0,74.0,0.0,83.0,
90,Carla Harrington,5.0,6.0,2024-09-19,0.0,0.0,0.0,86.0,ryansanchez@hernandez-gray.info
91,Daniel Lynch,11.0,7.0,2024-09-19,68.0,0.0,0.0,0.0,heatherbates@gmail.com
92,Clinton Miller,12.0,6.0,2024-09-19,0.0,0.0,93.0,59.0,jeffreywilliams@green.biz
93,Courtney Schwartz,11.0,7.0,2024-09-19,0.0,68.0,92.0,0.0,samuel19@hotmail.com
94,Paige Jackson,16.0,6.0,2024-09-19,0.0,0.0,0.0,0.0,
95,Ian Butler,11.0,8.0,2024-09-19,0.0,54.0,0.0,56.0,
96,Cory Gillespie,11.0,7.0,2024-09-19,0.0,0.0,0.0,80.0,jmullins@robinson.com
97,Amanda Campos,11.0,5.0,2024-09-19,0.0,0.0,0.0,0.0,
98,Mitchell Henderson,6.0,0.0,2024-09-19,0.0,0.0,0.0,0.0,shannontrujillo@campbell-price.com
99,Wendy Lee,11.0,5.0,2024-09-19,89.0,0.0,0.0,0.0,omercado@gmail.com
100,Lisa Parker,11.0,8.0,2024-09-19,75.0,76.0,73.0,0.0,carla60@gmail.com
101,Tanya Adams,10.0,8.0,2024-09-19,97.0,0.0,87.0,53.0,allenchristie@hill-brown.com
102,Lauren Young,11.0,7.0,2024-09-19,0.0,0.0,70.0,56.0,heatheryang@daniel.biz
103,Gina Hubbard,11.0,8.0,2024-09-19,0.0,0.0,71.0,0.0,kathrynlawson@hotmail.com
104,Maxwell Walker,11.0,7.0,2024-09-19,0.0,79.0,81.0,0.0,jenniferharmon@hotmail.com
105,Nicole Deleon,11.0,0.0,2024-09-19,95.0,0.0,0.0,77.0,stevevaughn@gmail.com
106,Dennis Miller,18.0,0.0,2024-09-19,81.0,0.0,67.0,0.0,
107,Anthony Macdonald,12.0,6.0,2024-09-19,0.0,79.0,79.0,0.0,
108,Mary Brewer,11.0,8.0,2024-09-19,0.0,0.0,70.0,82.0,sara53@daniels-french.com
109,Marc Austin,17.0,0.0,2024-09-19,0.0,90.0,0.0,0.0,marie14@gmail.com
110,Jason Kelly,11.0,6.0,2024-09-19,0.0,63.0,0.0,51.0,vhudson@yahoo.com
111,Ryan Davenport,11.0,0.0,1986-07-04,0.0,0.0,100.0,0.0,
112,Andrew Morgan,9.0,7.0,2024-09-19,0.0,0.0,90.0,66.0,
113,Whitney Wallace,11.0,0.0,2024-09-19,60.0,0.0,74.0,0.0,
114,Bridget Perry,14.0,0.0,2024-09-19,0.0,0.0,0.0,79.0,ijames@vasquez.com
115,Patrick Garcia,10.0,8.0,2024-09-19,0.0,98.0,0.0,0.0,
116,Elizabeth Young,11.0,5.0,2024-09-19,75.0,0.0,0.0,60.0,scottbowers@hotmail.com
117,Zachary Hicks,11.0,7.0,2024-09-19,72.0,85.0,88.0,93.0,andrewjohnson@bush.com
118,Ruth Dorsey,11.0,6.0,1978-02-07,0.0,0.0,0.0,0.0,brandi00@lopez-cruz.org
119,Heather Pace,6.0,7.0,2024-09-19,0.0,0.0,0.0,0.0,
120,Mary Kirby,10.0,0.0,2024-09-19,0.0,52.0,0.0,76.0,
121,Lucas Williams,9.0,6.0,2024-09-19,0.0,85.0,0.0,0.0,kelly60@neal-gordon.info
122,John Thomas,11.0,8.0,2024-09-19,0.0,0.0,0.0,85.0,lindsey24@hotmail.com
123,Elizabeth Bates DDS,15.0,6.0,2024-09-19,0.0,50.0,0.0,0.0,jason67@williams.org
124,Melissa Smith,11.0,5.0,2024-09-19,0.0,0.0,0.0,0.0,sanchezjustin@myers.info
125,April Carson,12.0,7.0,1976-03-05,83.0,0.0,0.0,0.0,
126,Jared Ward,9.0,0.0,2024-09-19,87.0,0.0,0.0,0.0,mcbridekevin@yahoo.com
127,Amy Stokes,16.0,0.0,2024-09-19,60.0,0.0,75.0,80.0,
128,Priscilla Powers,11.0,0.0,2024-09-19,0.0,88.0,0.0,80.0,jreese@reynolds-wheeler.com
129,Steven Hernandez,11.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,
130,Tracy Miller,11.0,8.0,2024-09-19,0.0,0.0,62.0,97.0,
131,Timothy James,11.0,8.0,2024-09-19,72.0,0.0,85.0,0.0,traceylewis@carter.com
132,David Cunningham,11.0,7.0,2010-11-10,0.0,0.0,0.0,0.0,jperry@larsen.net
133,Robert Williams,11.0,8.0,2024-09-19,62.0,0.0,0.0,0.0,
134,Travis Wilson,11.0,7.0,2024-09-19,0.0,0.0,70.0,58.0,moniquerussell@gmail.com
135,Matthew Smith,11.0,0.0,2024-09-19,53.0,0.0,0.0,0.0,fle@jimenez-sanders.com
136,Tiffany Owen,17.0,5.0,2024-09-19,0.0,0.0,89.0,79.0,murphyjeanne@thomas.org
137,Eric Turner,10.0,8.0,2024-09-19,0.0,56.0,0.0,59.0,
138,Kenneth Cummings,14.0,0.0,2024-09-19,0.0,75.0,0.0,53.0,kelseycantrell@mccullough.info
139,Seth Lee,14.0,7.0,2024-09-19,0.0,0.0,0.0,0.0,bakergregory@butler-patton.org
140,Erin Hernandez,11.0,6.0,2024-09-19,97.0,0.0,0.0,0.0,eduardovargas@gardner-martinez.org
141,Kylie Lamb,11.0,7.0,2024-09-19,67.0,0.0,92.0,65.0,erikacole@knapp-graham.biz
142,Steven Moore,11.0,0.0,2024-09-19,72.0,0.0,0.0,67.0,
143,Adam Hernandez,11.0,0.0,2024-09-19,0.0,0.0,0.0,81.0,mary71@hotmail.com
144,Albert Walker,11.0,7.0,2024-09-19,82.0,82.0,0.0,89.0,james85@hotmail.com
145,Sarah Rogers,9.0,0.0,2023-01-06,65.0,0.0,78.0,97.0,katherine23@hotmail.com
146,Ian Jenkins,11.0,7.0,2024-09-19,0.0,100.0,0.0,59.0,
147,Ralph Davis,13.0,8.0,1998-05-01,0.0,81.0,0.0,91.0,matthew24@lee-foster.com
148,Eduardo Vargas,7.0,8.0,2010-09-10,0.0,0.0,0.0,85.0,
149,Carrie Grant,11.0,6.0,2024-09-19,0.0,0.0,0.0,0.0,katie67@smith.com
150,Tammie Smith,11.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,
151,Eric Herring,11.0,5.0,2024-09-19,64.0,0.0,77.0,0.0,eallen@mccormick.com
152,Kayla Lopez,11.0,0.0,2024-09-19,67.0,0.0,0.0,0.0,
153,Angela Marsh,11.0,6.0,2024-09-19,0.0,52.0,0.0,74.0,
154,Ashley Daniels,11.0,8.0,2024-09-19,0.0,0.0,0.0,54.0,michaellee@solis.com
155,Martha Miller,15.0,8.0,2024-09-19,0.0,0.0,62.0,66.0,
156,Blake Chen,11.0,8.0,2024-09-19,83.0,75.0,0.0,90.0,xmarquez@rodriguez.com
157,Tiffany Henry,11.0,8.0,2024-09-19,0.0,66.0,0.0,0.0,
158,John Collins,11.0,5.0,2024-09-19,70.0,0.0,0.0,0.0,tina38@cook.biz
159,Michael Williamson,15.0,0.0,2024-09-19,0.0,0.0,0.0,83.0,wrightwilliam@stevenson.com
160,Sara Bowman,11.0,5.0,2024-09-19,0.0,0.0,54.0,65.0,
161,Robert Warren,11.0,0.0,2024-09-19,90.0,91.0,0.0,68.0,stephanie98@hotmail.com
162,Stacy Norton,11.0,8.0,2024-09-19,0.0,70.0,0.0,77.0,
163,David Rodriguez,6.0,8.0,2014-02-10,51.0,0.0,0.0,83.0,aviladeborah@delgado.com
164,Larry Stewart,11.0,6.0,2024-09-19,0.0,0.0,76.0,94.0,
165,Kim Murray,8.0,5.0,2024-09-19,0.0,65.0,0.0,0.0,
166,Kathryn Gordon,7.0,8.0,2024-09-19,0.0,54.0,0.0,52.0,
167,Lisa Stewart,11.0,6.0,2024-09-19,77.0,0.0,0.0,0.0,
168,Bruce Cox,6.0,5.0,2024-09-19,57.0,0.0,81.0,66.0,
169,Kenneth Williamson,11.0,0.0,2024-09-19,0.0,81.0,60.0,82.0,williamsongeorge@hotmail.com
170,Teresa Reyes,11.0,5.0,2024-09-19,63.0,0.0,0.0,0.0,
171,Brian Wyatt,11.0,5.0,2024-09-19,0.0,79.0,86.0,88.0,blacklindsey@yahoo.com
172,Thomas Parrish,11.0,0.0,2024-09-19,0.0,0.0,83.0,94.0,audreymoore@hotmail.com
173,Derrick Martinez,11.0,5.0,2024-09-19,0.0,86.0,0.0,0.0,
174,Julie Jackson,11.0,6.0,2003-10-11,0.0,0.0,91.0,76.0,bethflores@mitchell-black.com
175,Jill Payne,11.0,8.0,2024-09-19,0.0,0.0,96.0,72.0,
176,Jeffrey Petty,11.0,0.0,2024-09-19,0.0,84.0,89.0,85.0,michael15@gmail.com
177,Melanie Cox,12.0,5.0,2024-09-19,0.0,0.0,78.0,96.0,ethan68@sherman.com
178,Krista French,11.0,8.0,2024-09-19,99.0,0.0,0.0,0.0,
179,Joe Stephenson,11.0,8.0,2024-09-19,0.0,60.0,0.0,0.0,
180,Jeremy Smith,16.0,8.0,2024-09-19,0.0,0.0,50.0,0.0,caroline12@garcia-myers.com
181,Christopher Flores,16.0,0.0,2024-09-19,91.0,0.0,0.0,0.0,xchurch@hotmail.com
182,Ariel Brady,11.0,0.0,2024-09-19,70.0,0.0,0.0,66.0,
183,Sheila Cunningham,11.0,7.0,2024-09-19,0.0,0.0,86.0,84.0,shaneroy@clay.info
184,Blake Johnson,11.0,0.0,1986-09-08,0.0,0.0,0.0,0.0,georgehammond@yahoo.com
185,Justin Olsen,10.0,5.0,2024-09-19,0.0,58.0,0.0,98.0,nicholasgross@fuller.com
186,Kelly Dillon,11.0,6.0,2024-09-19,74.0,0.0,0.0,0.0,paulajohnston@tucker.com
187,Jessica Morgan DVM,11.0,0.0,1981-01-09,0.0,68.0,0.0,62.0,mercadojustin@garcia.com
188,Lauren Smith,11.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,
189,Annette Garcia,11.0,0.0,2024-09-19,0.0,0.0,0.0,92.0,brentadams@allen.com
190,Heather Lopez,17.0,5.0,2024-09-19,0.0,0.0,0.0,0.0,
191,Maria Vasquez,7.0,7.0,2024-09-19,93.0,0.0,0.0,93.0,
192,Lawrence Berry,11.0,8.0,2024-09-19,0.0,0.0,0.0,87.0,narmstrong@miller.com
193,Shawn Ortiz,11.0,7.0,2024-09-19,0.0,0.0,0.0,84.0,adrian38@williams.org
194,Gregory Preston,5.0,7.0,2024-01-07,0.0,0.0,59.0,55.0,
195,Paul Cuevas,15.0,5.0,2024-09-19,94.0,0.0,0.0,0.0,
196,Jennifer Davis,18.0,6.0,2024-09-19,0.0,0.0,62.0,0.0,
197,Cynthia King,11.0,7.0,2024-09-19,0.0,0.0,64.0,94.0,anthonyadams@yahoo.com
198,Mark Hawkins,11.0,0.0,2024-09-19,0.0,0.0,0.0,90.0,
199,Tyler Simmons,6.0,6.0,2024-09-19,91.0,0.0,98.0,56.0,
200,Catherine Martinez,7.0,7.0,2024-09-19,0.0,0.0,0.0,0.0,brittany02@deleon.net
201,John Rowe,11.0,7.0,2024-09-19,0.0,0.0,0.0,71.0,
202,Brittany Phillips DDS,11.0,7.0,2024-09-19,0.0,0.0,0.0,0.0,gardnerjonathan@carter-fuentes.org
203,Megan Montoya,11.0,6.0,2024-09-19,100.0,0.0,0.0,0.0,
204,Dennis Taylor,11.0,5.0,2024-09-19,79.0,0.0,55.0,0.0,
205,Amanda Norris,11.0,5.0,2024-09-19,0.0,0.0,0.0,75.0,sarahrosales@gmail.com
206,Jessica Cain,13.0,5.0,2024-09-19,0.0,0.0,70.0,51.0,
207,Amber Mckinney,16.0,0.0,2024-09-19,0.0,0.0,0.0,69.0,morganann@gmail.com
208,Jill Roberts,11.0,8.0,2024-09-19,0.0,74.0,0.0,0.0,
209,Samantha White,7.0,6.0,2024-09-19,0.0,0.0,92.0,53.0,scott56@gmail.com
210,Andrew Briggs,11.0,0.0,2024-09-19,0.0,91.0,0.0,63.0,
211,Danielle Johnson,13.0,8.0,2024-09-19,0.0,91.0,0.0,67.0,
212,Pamela Villa,15.0,8.0,2024-09-19,0.0,0.0,0.0,79.0,kbrown@gmail.com
213,Wayne Day,11.0,7.0,2024-09-19,0.0,0.0,91.0,89.0,
214,Debra Fritz,9.0,8.0,2024-09-19,0.0,0.0,0.0,57.0,zcarroll@yahoo.com
215,Kimberly Austin,11.0,5.0,2024-09-19,83.0,62.0,0.0,0.0,arthurmorales@lopez-gregory.com
216,Darrell Butler,9.0,5.0,2009-10-12,0.0,0.0,86.0,75.0,swhite@ross.net
217,Mark Smith,11.0,0.0,2024-09-19,70.0,0.0,0.0,81.0,jwilson@mccarthy.com
218,Kristen Hunter,11.0,5.0,2024-09-19,0.0,0.0,66.0,73.0,jasonpacheco@yahoo.com
219,Amy Juarez,11.0,7.0,2024-09-19,0.0,0.0,0.0,61.0,paula16@hotmail.com
220,Kristina Wright,15.0,5.0,1984-02-12,0.0,0.0,0.0,70.0,
221,Jamie Boone,11.0,8.0,2024-09-19,82.0,0.0,0.0,0.0,brent51@manning-hatfield.com
222,Elijah Martinez,11.0,8.0,2024-09-19,57.0,80.0,90.0,99.0,brittney11@hotmail.com
223,Chad Martinez,11.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,faith87@hotmail.com
224,Kimberly Stewart,11.0,0.0,2024-09-19,0.0,0.0,0.0,0.0,
225,Jeffrey Smith,11.0,8.0,2024-09-19,0.0,85.0,0.0,76.0,
226,Kevin Larson,9.0,0.0,2024-09-19,89.0,0.0,87.0,96.0,
227,Jessica Kaiser,11.0,6.0,2024-09-19,96.0,92.0,0.0,83.0,
228,Hailey Smith,18.0,8.0,2024-09-19,0.0,0.0,0.0,66.0,alexandermoore@yahoo.com
229,Matthew Martinez,13.0,5.0,2024-09-19,0.0,0.0,0.0,0.0,
230,Jennifer Parker,11.0,6.0,2024-09-19,97.0,0.0,0.0,0.0,
231,Patrick Lopez,13.0,7.0,2024-09-19,91.0,0.0,0.0,0.0,bonniehayes@gmail.com
232,Nicole Wagner,11.0,0.0,2024-09-19,97.0,55.0,0.0,0.0,jennifer38@ball.org
233,Vickie Lamb,11.0,8.0,2011-01-11,0.0,94.0,71.0,96.0,katelynjuarez@hotmail.com
234,John Salinas,11.0,7.0,2024-09-19,0.0,0.0,0.0,0.0,joshua92@nichols.com
235,Kristy Adams,11.0,6.0,2024-09-19,0.0,0.0,0.0,98.0,gary92@davenport.com
236,Christopher Ruiz,11.0,7.0,2024-09-19,0.0,0.0,57.0,0.0,alan90@nunez-williams.com
237,Elizabeth Anderson,11.0,6.0,2024-09-19,0.0,0.0,0.0,53.0,omartin@johnson-johnson.com
238,Mark Edwards,7.0,0.0,2024-09-19,0.0,0.0,100.0,68.0,
239,Matthew Price,14.0,6.0,2024-09-19,0.0,0.0,0.0,97.0,laurenhamilton@hotmail.com
240,David Valdez,11.0,6.0,2024-09-19,69.0,0.0,72.0,0.0,
241,Casey Lynch,11.0,5.0,2024-09-19,100.0,62.0,0.0,64.0,holly37@hotmail.com
242,Catherine Nelson,11.0,0.0,2024-09-19,70.0,86.0,60.0,0.0,
243,Jimmy Fitzgerald,6.0,5.0,2024-09-19,75.0,0.0,98.0,83.0,henryjeremy@navarro.com
244,Jasmin Rogers,11.0,8.0,2024-09-19,92.0,0.0,77.0,54.0,
245,Julie Obrien,7.0,8.0,2024-09-19,0.0,0.0,82.0,0.0,amanda62@gmail.com
246,Angelica Tyler,10.0,8.0,2024-09-19,0.0,0.0,0.0,0.0,
247,Alexandra Rogers,11.0,6.0,2024-09-19,0.0,0.0,0.0,91.0,mcguirejames@smith.com
248,Ronald Gutierrez,6.0,6.0,2024-09-19,0.0,0.0,0.0,0.0,
249,Susan Griffin,11.0,0.0,2024-09-19,92.0,75.0,90.0,0.0,obrooks@gmail.com
250,Andrea Elliott,11.0,7.0,2024-09-19,59.0,64.0,0.0,71.0,monica15@harmon.info
251,Matthew Crawford,11.0,5.0,2024-09-19,0.0,85.0,0.0,0.0,
252,Dalton Williams,8.0,8.0,2024-09-19,0.0,0.0,76.0,99.0,oporter@stone-brown.com
253,Allison Steele,11.0,6.0,2024-09-19,74.0,0.0,0.0,0.0,andrealeonard@rodriguez-newman.org
254,Tammy Campbell,11.0,7.0,2024-09-19,0.0,0.0,0.0,95.0,jscott@delgado.org
255,Justin Cook,11.0,8.0,2024-09-19,70.0,0.0,0.0,0.0,bellelizabeth@yahoo.com
256,Christopher Lopez,11.0,8.0,2024-09-19,0.0,74.0,65.0,0.0,
257,Eric Ballard,11.0,6.0,2024-09-19,96.0,89.0,0.0,0.0,monica66@hotmail.com
258,Lisa Lewis,11.0,7.0,2024-09-19,96.0,0.0,65.0,0.0,
259,Andrew Clements,11.0,8.0,2024-09-19,0.0,0.0,0.0,55.0,qroman@hotmail.com
260,Ryan Park,11.0,0.0,2024-09-19,0.0,50.0,0.0,91.0,fwhite@castaneda-lopez.com
261,Michelle Graham,11.0,7.0,2024-09-19,0.0,0.0,0.0,0.0,ubrown@gmail.com
262,Jennifer Brown,11.0,6.0,2024-09-19,0.0,0.0,62.0,79.0,mcfarlandmichael@gmail.com
263,Ashley Walker,13.0,5.0,2024-09-19,0.0,0.0,64.0,0.0,
264,George Ray,11.0,5.0,2024-09-19,0.0,0.0,0.0,84.0,
265,Eric Mcdonald,11.0,7.0,2024-09-19,0.0,98.0,0.0,91.0,seanmiller@gmail.com
266,Ashley Smith,11.0,7.0,2024-09-19,97.0,0.0,75.0,89.0,mmorris@wright.com
267,John Stephens,8.0,5.0,2024-09-19,0.0,0.0,0.0,88.0,jason42@yahoo.com
268,Kaitlyn Parker,11.0,8.0,2024-09-19,0.0,0.0,0.0,100.0,
269,Nancy Edwards,11.0,5.0,2024-09-19,81.0,0.0,0.0,0.0,vvasquez@carter.com
270,David Ross,11.0,5.0,2024-09-19,90.0,0.0,0.0,75.0,calderonmargaret@edwards.info
271,Vanessa Pruitt,11.0,8.0,2024-09-19,0.0,0.0,63.0,86.0,
272,Kevin Gray,11.0,7.0,2024-09-19,0.0,75.0,0.0,65.0,justin00@yahoo.com
273,David Kim,5.0,7.0,2024-09-19,89.0,0.0,62.0,0.0,
274,Larry May,11.0,7.0,2024-09-19,0.0,0.0,99.0,93.0,
275,Carrie Chang,11.0,0.0,2024-09-19,0.0,0.0,85.0,0.0,
276,Madison Prince,11.0,7.0,2024-09-19,61.0,89.0,79.0,0.0,
277,Gerald Mccann,11.0,0.0,2024-09-19,0.0,0.0,89.0,0.0,
278,Jamie Olsen,11.0,7.0,2024-09-19,83.0,86.0,0.0,0.0,daniel75@gallegos.org
279,Melanie Ward,11.0,8.0,2024-09-19,98.0,0.0,0.0,0.0,
280,Eric Griffin,5.0,7.0,2024-09-19,0.0,0.0,66.0,0.0,nashchristopher@coleman-lane.org
281,Anna Bennett,14.0,8.0,2024-09-19,68.0,63.0,0.0,72.0,
282,Rebekah Norton,16.0,6.0,2024-09-19,0.0,0.0,95.0,0.0,
